3	20210201004300	0.326	1.286	1.87	3.156	3.783	4.3	5.812	6.129	7.131	7.615
3	20210201004800	0.327	1.291	1.877	3.168	3.796	4.316	5.832	6.151	7.157	7.643
3	20210201005300	0.351	1.388	2.018	3.406	4.082	4.64	6.271	6.613	7.695	8.217
3	20210201005800	0.099	0.393	0.571	0.964	1.155	1.313	1.775	1.872	2.178	2.326
3	20210201010300	0.25	0.986	1.434	2.419	2.899	3.296	4.454	4.698	5.466	5.837
3	20210201010800	0.045	0.177	0.258	0.435	0.521	0.592	0.8	0.844	0.982	1.049
3	20210201011300	0.217	0.856	1.245	2.102	2.519	2.863	3.87	4.081	4.748	5.071
3	20210201011800	0.045	0.179	0.26	0.438	0.525	0.597	0.807	0.851	0.991	1.058
4	20210201003300	0.079	0.313	0.455	0.767	0.92	1.045	1.413	1.49	1.734	1.851
4	20210201003800	0.206	0.812	1.18	1.992	2.387	2.714	3.668	3.868	4.501	4.806
4	20210201004300	0.076	0.302	0.439	0.741	0.888	1.009	1.364	1.439	1.674	1.788
4	20210201004800	0.004	0.017	0.025	0.042	0.05	0.057	0.077	0.081	0.094	0.1
4	20210201005300	0.124	0.49	0.712	1.202	1.441	1.638	2.213	2.334	2.716	2.9
4	20210201005800	0.337	1.332	1.938	3.27	3.918	4.455	6.02	6.349	7.387	7.889
4	20210201010300	0.363	1.434	2.085	3.519	4.217	4.795	6.48	6.834	7.951	8.491
4	20210201010800	0.287	1.135	1.651	2.786	3.339	3.796	5.13	5.41	6.294	6.721
4	20210201011300	0.126	0.499	0.726	1.225	1.468	1.669	2.255	2.378	2.767	2.955
4	20210201011800	0.163	0.644	0.936	1.58	1.894	2.153	2.909	3.068	3.57	3.812
5	20210201003300	0.225	0.887	1.29	2.177	2.609	2.966	4.009	4.228	4.919	5.253
5	20210201003800	0.237	0.936	1.362	2.298	2.754	3.131	4.232	4.463	5.192	5.545
5	20210201004300	0.098	0.385	0.56	0.945	1.133	1.288	1.74	1.835	2.135	2.28
5	20210201004800	0.024	0.095	0.139	0.234	0.281	0.319	0.432	0.455	0.529	0.565
5	20210201005300	0.352	1.389	2.02	3.41	4.086	4.645	6.278	6.621	7.703	8.226
5	20210201005800	0.08	0.317	0.461	0.779	0.933	1.061	1.434	1.512	1.759	1.879
5	20210201010300	0.245	0.969	1.409	2.378	2.849	3.239	4.378	4.617	5.372	5.736
5	20210201010800	0.025	0.1	0.146	0.246	0.294	0.335	0.452	0.477	0.555	0.593
5	20210201011300	0.354	1.398	2.034	3.432	4.113	4.676	6.32	6.665	7.754	8.281
5	20210201011800	0.312	1.23	1.79	3.02	3.619	4.115	5.561	5.865	6.823	7.287
6	20210201003300	0.123	0.485	0.706	1.191	1.427	1.622	2.192	2.312	2.69	2.873
6	20210201003800	0.202	0.798	1.16	1.958	2.347	2.668	3.605	3.802	4.424	4.724
6	20210201004300	0.347	1.369	1.991	3.36	4.027	4.578	6.187	6.525	7.592	8.108
6	20210201004800	0.151	0.598	0.869	1.467	1.758	1.998	2.7	2.848	3.314	3.539
6	20210201005300	0.381	1.503	2.186	3.689	4.421	5.026	6.793	7.164	8.335	8.901
6	20210201005800	0.112	0.444	0.645	1.089	1.305	1.483	2.004	2.114	2.46	2.627
6	20210201010300	0.157	0.621	0.903	1.523	1.826	2.075	2.805	2.958	3.442	3.675
6	20210201010800	0.185	0.731	1.064	1.795	2.152	2.446	3.306	3.486	4.056	4.332
6	20210201011300	0.337	1.329	1.933	3.262	3.909	4.444	6.006	6.334	7.37	7.871
6	20210201011800	0.079	0.311	0.452	0.764	0.915	1.04	1.406	1.483	1.725	1.842
7	20210201003300	0.141	0.557	0.811	1.368	1.64	1.864	2.52	2.657	3.091	3.301
7	20210201003800	0.09	0.354	0.515	0.869	1.042	1.185	1.601	1.688	1.964	2.098
7	20210201004300	0.131	0.519	0.755	1.274	1.527	1.736	2.346	2.474	2.878	3.073
7	20210201004800	0.083	0.328	0.477	0.805	0.965	1.097	1.482	1.563	1.819	1.943
7	20210201005300	0.379	1.495	2.175	3.67	4.399	5.001	6.758	7.127	8.292	8.856
7	20210201005800	0.338	1.335	1.942	3.277	3.928	4.465	6.034	6.364	7.404	7.907
7	20210201010300	0.317	1.252	1.821	3.073	3.683	4.187	5.658	5.967	6.943	7.415
7	20210201010800	0.189	0.747	1.086	1.833	2.197	2.498	3.376	3.56	4.142	4.423
7	20210201011300	0.07	0.276	0.401	0.677	0.811	0.922	1.246	1.314	1.529	1.632
7	20210201011800	0.349	1.378	2.005	3.383	4.054	4.609	6.229	6.569	7.643	8.162
8	20210201003300	0.292	1.155	1.68	2.835	3.397	3.863	5.22	5.505	6.405	6.84
8	20210201003800	0.257	1.015	1.476	2.491	2.985	3.394	4.587	4.837	5.628	6.01
8	20210201004300	0.094	0.371	0.54	0.911	1.092	1.241	1.677	1.769	2.058	2.198
8	20210201004800	0.112	0.444	0.645	1.089	1.305	1.483	2.004	2.114	2.46	2.627
8	20210201005300	0.32	1.263	1.837	3.1	3.715	4.223	5.707	6.019	7.003	7.478
8	20210201005800	0.203	0.802	1.167	1.969	2.36	2.683	3.626	3.824	4.449	4.752
8	20210201010300	0.087	0.345	0.502	0.847	1.015	1.154	1.559	1.644	1.913	2.043
8	20210201010800	0.069	0.274	0.399	0.673	0.806	0.917	1.239	1.307	1.52	1.623
8	20210201011300	0.075	0.297	0.432	0.73	0.874	0.994	1.343	1.417	1.648	1.76
8	20210201011800	0.215	0.85	1.236	2.087	2.501	2.843	3.842	4.052	4.714	5.034
9	20210201003300	0.252	0.995	1.447	2.442	2.926	3.327	4.496	4.742	5.517	5.892
9	20210201003800	0.339	1.337	1.944	3.281	3.932	4.47	6.041	6.371	7.413	7.916
9	20210201004300	0.065	0.257	0.374	0.631	0.757	0.86	1.162	1.226	1.426	1.523
9	20210201004800	0.234	0.924	1.344	2.268	2.718	3.09	4.176	4.404	5.124	5.472
9	20210201005300	0.169	0.667	0.97	1.637	1.961	2.23	3.014	3.178	3.698	3.949
9	20210201005800	0.136	0.537	0.782	1.319	1.581	1.797	2.429	2.562	2.98	3.183
9	20210201010300	0.021	0.083	0.121	0.204	0.245	0.278	0.376	0.396	0.461	0.492
9	20210201010800	0.014	0.057	0.083	0.14	0.168	0.191	0.258	0.272	0.316	0.337
9	20210201011300	0.193	0.761	1.107	1.867	2.238	2.544	3.438	3.626	4.219	4.505
9	20210201011800	0.37	1.461	2.126	3.587	4.299	4.887	6.605	6.966	8.104	8.655
10	20210201003300	0.196	0.773	1.124	1.898	2.274	2.585	3.494	3.685	4.287	4.578
10	20210201003800	0.255	1.009	1.467	2.476	2.967	3.373	4.559	4.808	5.594	5.974
10	20210201004300	0.34	1.341	1.951	3.292	3.946	4.486	6.062	6.393	7.438	7.944
10	20210201004800	0.292	1.155	1.68	2.835	3.397	3.863	5.22	5.505	6.405	6.84
10	20210201005300	0.282	1.112	1.617	2.729	3.271	3.718	5.025	5.299	6.166	6.585
10	20210201005800	0.165	0.65	0.945	1.595	1.912	2.173	2.937	3.097	3.604	3.849
10	20210201010300	0.228	0.899	1.308	2.208	2.646	3.008	4.065	4.287	4.987	5.326
10	20210201010800	0.327	1.291	1.877	3.168	3.796	4.316	5.832	6.151	7.157	7.643
10	20210201011300	0.178	0.702	1.021	1.724	2.066	2.348	3.174	3.347	3.894	4.159
10	20210201011800	0.268	1.056	1.537	2.593	3.108	3.533	4.775	5.035	5.858	6.256

