231	20210122110900	0.096	0.096	0.096	0.096	0.096	0.096	0.096	0.096	0.096	0.096
231	20210122111400	0.082	0.082	0.082	0.082	0.082	0.082	0.082	0.082	0.082	0.082
231	20210122111900	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443
231	20210122112400	0.847	0.847	0.847	0.847	0.847	0.847	0.847	0.847	0.847	0.847
231	20210122112900	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685
231	20210122113400	0.799	0.799	0.799	0.799	0.799	0.799	0.799	0.799	0.799	0.799
231	20210122113900	0.799	0.799	0.799	0.799	0.799	0.799	0.799	0.799	0.799	0.799
231	20210122114400	0.659	0.659	0.659	0.659	0.659	0.659	0.659	0.659	0.659	0.659
231	20210122114900	0.867	0.867	0.867	0.867	0.867	0.867	0.867	0.867	0.867	0.867
231	20210122115400	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91
231	20210122115900	0.894	0.894	0.894	0.894	0.894	0.894	0.894	0.894	0.894	0.894
231	20210122120400	0.219	0.219	0.219	0.219	0.219	0.219	0.219	0.219	0.219	0.219
231	20210122120900	0.862	0.862	0.862	0.862	0.862	0.862	0.862	0.862	0.862	0.862
231	20210122121400	0.993	0.993	0.993	0.993	0.993	0.993	0.993	0.993	0.993	0.993
231	20210122121900	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482
231	20210122122400	0.353	0.353	0.353	0.353	0.353	0.353	0.353	0.353	0.353	0.353
231	20210122122900	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033
231	20210122123400	0.628	0.628	0.628	0.628	0.628	0.628	0.628	0.628	0.628	0.628
231	20210122123900	0.619	0.619	0.619	0.619	0.619	0.619	0.619	0.619	0.619	0.619
231	20210122124400	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03
231	20210122124900	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06
231	20210122125400	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682
231	20210122125900	0.756	0.756	0.756	0.756	0.756	0.756	0.756	0.756	0.756	0.756
231	20210122130400	0.912	0.912	0.912	0.912	0.912	0.912	0.912	0.912	0.912	0.912
231	20210122130900	0.864	0.864	0.864	0.864	0.864	0.864	0.864	0.864	0.864	0.864
231	20210122131400	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94
231	20210122131900	0.219	0.219	0.219	0.219	0.219	0.219	0.219	0.219	0.219	0.219
231	20210122132400	0.399	0.399	0.399	0.399	0.399	0.399	0.399	0.399	0.399	0.399
231	20210122132900	0.848	0.848	0.848	0.848	0.848	0.848	0.848	0.848	0.848	0.848
231	20210122133400	0.691	0.691	0.691	0.691	0.691	0.691	0.691	0.691	0.691	0.691
231	20210122133900	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15
231	20210122134400	0.912	0.912	0.912	0.912	0.912	0.912	0.912	0.912	0.912	0.912
231	20210122134900	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702
231	20210122135400	0.589	0.589	0.589	0.589	0.589	0.589	0.589	0.589	0.589	0.589
231	20210122135900	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977
231	20210122140400	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094
231	20210122140900	0.073	0.073	0.073	0.073	0.073	0.073	0.073	0.073	0.073	0.073
231	20210122141400	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147
231	20210122141900	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265
231	20210122142400	0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515
231	20210122142900	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477
231	20210122143400	0.293	0.293	0.293	0.293	0.293	0.293	0.293	0.293	0.293	0.293
231	20210122143900	0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.199
231	20210122144400	0.877	0.877	0.877	0.877	0.877	0.877	0.877	0.877	0.877	0.877
231	20210122144900	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063
231	20210122145400	0.397	0.397	0.397	0.397	0.397	0.397	0.397	0.397	0.397	0.397
231	20210122145900	0.454	0.454	0.454	0.454	0.454	0.454	0.454	0.454	0.454	0.454
231	20210122150400	0.731	0.731	0.731	0.731	0.731	0.731	0.731	0.731	0.731	0.731
231	20210122150900	0.201	0.201	0.201	0.201	0.201	0.201	0.201	0.201	0.201	0.201
231	20210122151400	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46
231	20210122151900	0.331	0.331	0.331	0.331	0.331	0.331	0.331	0.331	0.331	0.331
231	20210122152400	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607
231	20210122152900	0.757	0.757	0.757	0.757	0.757	0.757	0.757	0.757	0.757	0.757
231	20210122153400	0.392	0.392	0.392	0.392	0.392	0.392	0.392	0.392	0.392	0.392
231	20210122153900	0.877	0.877	0.877	0.877	0.877	0.877	0.877	0.877	0.877	0.877
231	20210122154400	0.142	0.142	0.142	0.142	0.142	0.142	0.142	0.142	0.142	0.142
231	20210122154900	0.883	0.883	0.883	0.883	0.883	0.883	0.883	0.883	0.883	0.883
231	20210122155400	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51
231	20210122155900	0.633	0.633	0.633	0.633	0.633	0.633	0.633	0.633	0.633	0.633
231	20210122160400	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486
231	20210122160900	0.689	0.689	0.689	0.689	0.689	0.689	0.689	0.689	0.689	0.689
231	20210122161400	0.123	0.123	0.123	0.123	0.123	0.123	0.123	0.123	0.123	0.123
231	20210122161900	0.394	0.394	0.394	0.394	0.394	0.394	0.394	0.394	0.394	0.394
231	20210122162400	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045
231	20210122162900	0.538	0.538	0.538	0.538	0.538	0.538	0.538	0.538	0.538	0.538
231	20210122163400	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085
231	20210122163900	0.189	0.189	0.189	0.189	0.189	0.189	0.189	0.189	0.189	0.189
231	20210122164400	0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855
231	20210122164900	0.169	0.169	0.169	0.169	0.169	0.169	0.169	0.169	0.169	0.169
231	20210122165400	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18
231	20210122165900	0.385	0.385	0.385	0.385	0.385	0.385	0.385	0.385	0.385	0.385
231	20200704154400	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045
